date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,speed,outcome,winner_entry
2023-08-28,US Open,G,5,H,false,F,Novak Djokovic,2,Serbia,SRB,2,9,2434,Daniil Medvedev,3,Russian Federation,RUS,3,-9,2267,6-3 7-6(5) 6-3,,,,
2023-08-28,US Open,G,5,H,false,SF,Novak Djokovic,2,Serbia,SRB,2,2,2432,Ben Shelton,,United States,USA,47,-2,1915,6-3 6-2 7-6(4),,,,
2023-08-28,US Open,G,5,H,false,QF,Novak Djokovic,2,Serbia,SRB,2,3,2429,Taylor Harry Fritz,9,United States,USA,9,-4,2096,6-1 6-4 6-4,,,,
2023-08-28,US Open,G,5,H,false,R16,Novak Djokovic,2,Serbia,SRB,2,1,2428,Borna Gojo,,Croatia,CRO,105,-1,1835,6-2 7-5 6-4,Q,,,
2023-08-28,US Open,G,5,H,false,R32,Novak Djokovic,2,Serbia,SRB,2,1,2427,Laslo Djere,32,Serbia,SRB,38,-2,1947,4-6 4-6 6-1 6-1 6-3,,,,
2023-08-28,US Open,G,5,H,false,R64,Novak Djokovic,2,Serbia,SRB,2,1,2426,Bernabe Zapata Miralles,,Spain,ESP,76,-1,1808,6-4 6-1 6-1,,,,
2023-08-28,US Open,G,5,H,false,R128,Novak Djokovic,2,Serbia,SRB,2,1,2425,Alexandre Muller,,France,FRA,84,-1,1778,6-0 6-2 6-3,,,,
2023-07-03,Wimbledon,G,5,G,false,F,Carlos Alcaraz Garfia,1,Spain,ESP,1,20,2324,Novak Djokovic,2,Serbia,SRB,2,-21,2426,1-6 7-6(6) 6-1 3-6 6-4,,,,
2023-07-03,Wimbledon,G,5,G,false,SF,Novak Djokovic,2,Serbia,SRB,2,5,2421,Jannik Sinner,8,Italy,ITA,8,-5,2147,6-3 6-4 7-6(4),,,,
2023-07-03,Wimbledon,G,5,G,false,QF,Novak Djokovic,2,Serbia,SRB,2,5,2416,Andrey Rublev,7,Russian Federation,RUS,7,-4,2148,4-6 6-1 6-4 6-3,,,,
2023-07-03,Wimbledon,G,5,G,false,R16,Novak Djokovic,2,Serbia,SRB,2,2,2414,Hubert Hurkacz,17,Poland,POL,18,-3,2038,7-6(6) 7-6(6) 5-7 6-4,,,,
2023-07-03,Wimbledon,G,5,G,false,R32,Novak Djokovic,2,Serbia,SRB,2,2,2412,Stan Wawrinka,,Switzerland,SUI,88,-3,1977,6-3 6-1 7-6(5),,,,
2023-07-03,Wimbledon,G,5,G,false,R64,Novak Djokovic,2,Serbia,SRB,2,1,2411,Jordan Thompson,,Australia,AUS,70,-1,1838,6-3 7-6(4) 7-5,,,,
2023-07-03,Wimbledon,G,5,G,false,R128,Novak Djokovic,2,Serbia,SRB,2,1,2410,Pedro Cachin,,Argentina,ARG,68,-1,1809,6-3 6-3 7-6(4),,,,
2023-05-28,Roland Garros,G,5,C,false,F,Novak Djokovic,3,Serbia,SRB,3,5,2405,Casper Ruud,4,Norway,NOR,4,-5,2111,7-6(1) 6-3 7-5,,,,
2023-05-28,Roland Garros,G,5,C,false,SF,Novak Djokovic,3,Serbia,SRB,3,10,2395,Carlos Alcaraz Garfia,1,Spain,ESP,1,-10,2285,6-3 5-7 6-1 6-1,,,,
2023-05-28,Roland Garros,G,5,C,false,QF,Novak Djokovic,3,Serbia,SRB,3,4,2391,Karen Khachanov,11,Russian Federation,RUS,11,-5,2099,4-6 7-6(0) 6-2 6-4,,,,
2023-05-28,Roland Garros,G,5,C,false,R16,Novak Djokovic,3,Serbia,SRB,3,1,2390,Juan Pablo Varillas Patino Samudio,,Peru,PER,97,-2,1847,6-3 6-2 6-2,,,,
2023-05-28,Roland Garros,G,5,C,false,R32,Novak Djokovic,3,Serbia,SRB,3,2,2388,Alejandro Davidovich Fokina,29,Spain,ESP,34,-3,1982,7-6(4) 7-6(5) 6-2,,,,
2023-05-28,Roland Garros,G,5,C,false,R64,Novak Djokovic,3,Serbia,SRB,3,2,2386,Marton Fucsovics,,Hungary,HUN,80,-2,1905,7-6(2) 6-0 6-3,,,,
2023-05-28,Roland Garros,G,5,C,false,R128,Novak Djokovic,3,Serbia,SRB,3,1,2385,Aleksandar Kovacevic,,United States,USA,114,-1,1762,6-3 6-2 7-6(1),,,,
2023-01-16,Australian Open,G,5,H,false,F,Novak Djokovic,4,Serbia,SRB,5,7,2438,Stefanos Tsitsipas,3,Greece,GRE,4,-7,2208,6-3 7-6(4) 7-6(5),,,,
2023-01-16,Australian Open,G,5,H,false,SF,Novak Djokovic,4,Serbia,SRB,5,3,2435,Tommy Paul,,United States,USA,35,-3,2054,7-5 6-1 6-2,,,,
2023-01-16,Australian Open,G,5,H,false,QF,Novak Djokovic,4,Serbia,SRB,5,4,2431,Andrey Rublev,5,Russian Federation,RUS,6,-5,2133,6-1 6-2 6-4,,,,
2023-01-16,Australian Open,G,5,H,false,R16,Novak Djokovic,4,Serbia,SRB,5,3,2428,Alex De Minaur,22,Australia,AUS,24,-3,2064,6-2 6-1 6-2,,,,
2023-01-16,Australian Open,G,5,H,false,R32,Novak Djokovic,4,Serbia,SRB,5,2,2426,Grigor Dimitrov,27,Bulgaria,BUL,28,-2,2003,7-6(7) 6-3 6-4,,,,
2023-01-16,Australian Open,G,5,H,false,R64,Novak Djokovic,4,Serbia,SRB,5,,2426,Enzo Couacaud,,France,FRA,191,-1,1739,6-1 6-7(5) 6-2 6-0,Q,,,
2023-01-16,Australian Open,G,5,H,false,R128,Novak Djokovic,4,Serbia,SRB,5,1,2425,Roberto Carballes Baena,,Spain,ESP,75,-1,1841,6-3 6-4 6-0,,,,
2022-06-27,Wimbledon,G,5,G,false,F,Novak Djokovic,1,Serbia,SRB,3,6,2384,Nick Kyrgios,,Australia,AUS,40,-6,2136,4-6 6-3 6-4 7-6(3),,70,,
2022-06-27,Wimbledon,G,5,G,false,SF,Novak Djokovic,1,Serbia,SRB,3,4,2380,Cameron Norrie,9,United Kingdom,GBR,12,-4,2084,2-6 6-3 6-2 6-4,,70,,
2022-06-27,Wimbledon,G,5,G,false,QF,Novak Djokovic,1,Serbia,SRB,3,6,2374,Jannik Sinner,10,Italy,ITA,13,-6,2155,5-7 2-6 6-3 6-2 6-2,,70,,
2022-06-27,Wimbledon,G,5,G,false,R16,Novak Djokovic,1,Serbia,SRB,3,2,2372,Tim Van Rijthoven,,Netherlands,NED,104,-1,1871,6-2 4-6 6-1 6-2,WC,70,,
2022-06-27,Wimbledon,G,5,G,false,R32,Novak Djokovic,1,Serbia,SRB,3,2,2370,Miomir Kecmanovic,25,Serbia,SRB,30,-3,1970,6-0 6-3 6-4,,70,,
2022-06-27,Wimbledon,G,5,G,false,R64,Novak Djokovic,1,Serbia,SRB,3,2,2368,Thanasi Kokkinakis,,Australia,AUS,79,-2,1908,6-1 6-4 6-2,,70,,
2022-06-27,Wimbledon,G,5,G,false,R128,Novak Djokovic,1,Serbia,SRB,3,1,2367,Soon Woo Kwon,,"Korea, Republic of",KOR,81,-2,1838,6-3 3-6 6-3 6-4,,70,,
2022-05-22,Roland Garros,G,5,C,false,QF,Rafael Nadal,5,Spain,ESP,5,14,2371,Novak Djokovic,1,Serbia,SRB,1,-14,2381,6-2 4-6 6-2 7-6(4),,37,,
2022-05-22,Roland Garros,G,5,C,false,R16,Novak Djokovic,1,Serbia,SRB,1,3,2378,Diego Sebastian Schwartzman,15,Argentina,ARG,16,-3,2054,6-1 6-3 6-3,,37,,
2022-05-22,Roland Garros,G,5,C,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2377,Aljaz Bedene,,Slovenia,SLO,175,-2,1878,6-3 6-3 6-2,PR,37,,
2022-05-22,Roland Garros,G,5,C,false,R64,Novak Djokovic,1,Serbia,SRB,1,2,2375,Alex Molcan,,Slovakia,SVK,47,-2,1920,6-2 6-3 7-6(4),,37,,
2022-05-22,Roland Garros,G,5,C,false,R128,Novak Djokovic,1,Serbia,SRB,1,1,2374,Yoshihito Nishioka,,Japan,JPN,94,-1,1814,6-3 6-1 6-0,,37,,
2021-08-30,US Open,G,5,H,false,F,Daniil Medvedev,2,Russian Federation,RUS,2,23,2266,Novak Djokovic,1,Serbia,SRB,1,-23,2424,6-4 6-4 6-4,,72,,
2021-08-30,US Open,G,5,H,false,SF,Novak Djokovic,1,Serbia,SRB,1,9,2415,Alexander Zverev,4,Germany,GER,4,-9,2270,4-6 6-2 6-4 4-6 6-2,,72,,
2021-08-30,US Open,G,5,H,false,QF,Novak Djokovic,1,Serbia,SRB,1,5,2410,Matteo Berrettini,6,Italy,ITA,8,-6,2179,5-7 6-2 6-2 6-3,,72,,
2021-08-30,US Open,G,5,H,false,R16,Novak Djokovic,1,Serbia,SRB,1,2,2408,Jenson Brooksby,,United States,USA,99,-2,1897,1-6 6-3 6-2 6-2,WC,72,,
2021-08-30,US Open,G,5,H,false,R32,Novak Djokovic,1,Serbia,SRB,1,3,2405,Kei Nishikori,,Japan,JPN,56,-3,2077,6-7(4) 6-3 6-3 6-2,,72,,
2021-08-30,US Open,G,5,H,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2404,Tallon Griekspoor,,Netherlands,NED,121,-1,1763,6-2 6-3 6-2,,72,,
2021-08-30,US Open,G,5,H,false,R128,Novak Djokovic,1,Serbia,SRB,1,,2404,Holger Vitus Nodskov Rune,,Denmark,DEN,145,-1,1702,6-1 6-7(5) 6-2 6-1,Q,72,,
2021-06-28,Wimbledon,G,5,G,false,F,Novak Djokovic,1,Serbia,SRB,1,6,2429,Matteo Berrettini,7,Italy,ITA,9,-6,2178,6-7(4) 6-4 6-4 6-3,,69,,
2021-06-28,Wimbledon,G,5,G,false,SF,Novak Djokovic,1,Serbia,SRB,1,3,2426,Denis Shapovalov,10,Canada,CAN,12,-3,2060,7-6(3) 7-5 7-5,,69,,
2021-06-28,Wimbledon,G,5,G,false,QF,Novak Djokovic,1,Serbia,SRB,1,2,2424,Marton Fucsovics,,Hungary,HUN,48,-3,2021,6-3 6-4 6-4,,69,,
2021-06-28,Wimbledon,G,5,G,false,R16,Novak Djokovic,1,Serbia,SRB,1,3,2421,Christian Garin,17,Chile,CHI,20,-2,2012,6-2 6-4 6-2,,69,,
2021-06-28,Wimbledon,G,5,G,false,R32,Novak Djokovic,1,Serbia,SRB,1,,2421,Denis Kudla,,United States,USA,114,-1,1846,6-4 6-3 7-6(7),Q,69,,
2021-06-28,Wimbledon,G,5,G,false,R64,Novak Djokovic,1,Serbia,SRB,1,3,2418,Kevin Anderson,,South Africa,RSA,102,-3,2027,6-3 6-3 6-3,,69,,
2021-06-28,Wimbledon,G,5,G,false,R128,Novak Djokovic,1,Serbia,SRB,1,,2418,Jack Draper,,United Kingdom,GBR,253,-1,1747,4-6 6-1 6-2 6-2,WC,69,,
2021-05-30,Roland Garros,G,5,C,false,F,Novak Djokovic,1,Serbia,SRB,1,10,2408,Stefanos Tsitsipas,5,Greece,GRE,5,-9,2267,6-7(6) 2-6 6-3 6-2 6-4,,38,,
2021-05-30,Roland Garros,G,5,C,false,SF,Novak Djokovic,1,Serbia,SRB,1,14,2394,Rafael Nadal,3,Spain,ESP,3,-14,2388,3-6 6-3 7-6(4) 6-2,,38,,
2021-05-30,Roland Garros,G,5,C,false,QF,Novak Djokovic,1,Serbia,SRB,1,5,2389,Matteo Berrettini,9,Italy,ITA,9,-5,2119,6-3 6-2 6-7(5) 7-5,,38,,
2021-05-30,Roland Garros,G,5,C,false,R16,Novak Djokovic,1,Serbia,SRB,1,2,2387,Lorenzo Musetti,,Italy,ITA,76,-3,1945,6-7(9) 6-7(7) 6-1 6-0 4-0 RET,,38,RET,
2021-05-30,Roland Garros,G,5,C,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2386,Ricardas Berankis,,Lithuania,LTU,92,-2,1874,6-1 6-4 6-1,,38,,
2021-05-30,Roland Garros,G,5,C,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2385,Pablo Cuevas,,Uruguay,URU,91,-1,1890,6-3 6-2 6-4,,38,,
2021-05-30,Roland Garros,G,5,C,false,R128,Novak Djokovic,1,Serbia,SRB,1,1,2384,Tennys Sandgren,,United States,USA,66,-1,1827,6-2 6-4 6-2,,38,,
2021-02-08,Australian Open,G,5,H,false,F,Novak Djokovic,1,Serbia,SRB,1,11,2405,Daniil Medvedev,4,Russian Federation,RUS,4,-11,2300,7-5 6-2 6-2,,65,,
2021-02-08,Australian Open,G,5,H,false,SF,Novak Djokovic,1,Serbia,SRB,1,1,2404,Aslan Karatsev,,Russian Federation,RUS,114,-2,1875,6-3 6-4 6-2,Q,65,,
2021-02-08,Australian Open,G,5,H,false,QF,Novak Djokovic,1,Serbia,SRB,1,7,2397,Alexander Zverev,6,Germany,GER,7,-6,2187,6-7(6) 6-2 6-4 7-6(6),,65,,
2021-02-08,Australian Open,G,5,H,false,R16,Novak Djokovic,1,Serbia,SRB,1,4,2393,Milos Raonic,14,Canada,CAN,14,-4,2111,7-6(4) 4-6 6-1 6-4,,65,,
2021-02-08,Australian Open,G,5,H,false,R32,Novak Djokovic,1,Serbia,SRB,1,2,2391,Taylor Harry Fritz,27,United States,USA,31,-2,1932,7-6(1) 6-4 3-6 4-6 6-2,,65,,
2021-02-08,Australian Open,G,5,H,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2390,Frances Tiafoe,,United States,USA,64,-2,1920,6-3 6-7(3) 7-6(2) 6-3,,65,,
2021-02-08,Australian Open,G,5,H,false,R128,Novak Djokovic,1,Serbia,SRB,1,2,2388,Jeremy Chardy,,France,FRA,61,-2,1962,6-3 6-1 6-2,,65,,
2020-09-28,Roland Garros,G,5,C,false,F,Rafael Nadal,1,Spain,ESP,2,18,2394,Novak Djokovic,2,Serbia,SRB,1,-18,2442,6-0 6-2 7-5,,30,,
2020-09-28,Roland Garros,G,5,C,false,SF,Novak Djokovic,1,Serbia,SRB,1,5,2437,Stefanos Tsitsipas,5,Greece,GRE,6,-5,2181,6-3 6-2 5-7 4-6 6-1,,30,,
2020-09-28,Roland Garros,G,5,C,false,QF,Novak Djokovic,1,Serbia,SRB,1,3,2434,Pablo Carreno Busta,17,Spain,ESP,18,-3,2077,4-6 6-2 6-3 6-4,,30,,
2020-09-28,Roland Garros,G,5,C,false,R16,Novak Djokovic,1,Serbia,SRB,1,2,2432,Karen Khachanov,15,Russian Federation,RUS,16,-2,2029,6-4 6-3 6-3,,30,,
2020-09-28,Roland Garros,G,5,C,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2431,Daniel Elahi Galan Riveros,,Colombia,COL,153,-1,1817,6-0 6-3 6-2,LL,30,,
2020-09-28,Roland Garros,G,5,C,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2430,Ricardas Berankis,,Lithuania,LTU,66,-1,1866,6-1 6-2 6-2,,30,,
2020-09-28,Roland Garros,G,5,C,false,R128,Novak Djokovic,1,Serbia,SRB,1,1,2429,Mikael Ymer,,Sweden,SWE,80,-2,1827,6-0 6-2 6-3,,30,,
2020-08-31,US Open,G,5,H,false,R16,Pablo Carreno Busta,20,Spain,ESP,27,25,2015,Novak Djokovic,1,Serbia,SRB,1,-24,2446,6-5 DEF,,65,DEF,
2020-08-31,US Open,G,5,H,false,R32,Novak Djokovic,1,Serbia,SRB,1,3,2443,Jan Lennard Struff,28,Germany,GER,29,-2,2032,6-3 6-3 6-1,,65,,
2020-08-31,US Open,G,5,H,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2442,Kyle Edmund,,United Kingdom,GBR,44,-2,1987,6-7(5) 6-3 6-4 6-2,,65,,
2020-08-31,US Open,G,5,H,false,R128,Novak Djokovic,1,Serbia,SRB,1,1,2441,Damir Dzumhur,,Bosnia and Herzegovina,BIH,109,-1,1809,6-1 6-4 6-1,,65,,
2020-01-20,Australian Open,G,5,H,false,F,Novak Djokovic,2,Serbia,SRB,2,9,2413,Dominic Thiem,5,Austria,AUT,5,-9,2239,6-4 4-6 2-6 6-3 6-4,,71,,
2020-01-20,Australian Open,G,5,H,false,SF,Novak Djokovic,2,Serbia,SRB,2,11,2402,Roger Federer,3,Switzerland,SUI,3,-12,2340,7-6(1) 6-4 6-3,,71,,
2020-01-20,Australian Open,G,5,H,false,QF,Novak Djokovic,2,Serbia,SRB,2,4,2398,Milos Raonic,32,Canada,CAN,35,-4,2088,6-4 6-3 7-6(1),,71,,
2020-01-20,Australian Open,G,5,H,false,R16,Novak Djokovic,2,Serbia,SRB,2,3,2395,Diego Sebastian Schwartzman,14,Argentina,ARG,14,-3,2045,6-3 6-4 6-4,,71,,
2020-01-20,Australian Open,G,5,H,false,R32,Novak Djokovic,2,Serbia,SRB,2,3,2392,Yoshihito Nishioka,,Japan,JPN,71,-2,1974,6-3 6-2 6-2,,71,,
2020-01-20,Australian Open,G,5,H,false,R64,Novak Djokovic,2,Serbia,SRB,2,,2392,Tatsuma Ito,,Japan,JPN,146,-1,1714,6-1 6-4 6-2,WC,71,,
2020-01-20,Australian Open,G,5,H,false,R128,Novak Djokovic,2,Serbia,SRB,2,2,2390,Jan Lennard Struff,,Germany,GER,37,-3,1974,7-6(5) 6-2 2-6 6-1,,71,,
2019-08-26,US Open,G,5,H,false,R16,Stan Wawrinka,23,Switzerland,SUI,24,22,2087,Novak Djokovic,1,Serbia,SRB,1,-22,2400,6-4 7-5 2-1 RET,,61,RET,
2019-08-26,US Open,G,5,H,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2399,Denis Kudla,,United States,USA,111,-1,1815,6-3 6-4 6-2,,61,,
2019-08-26,US Open,G,5,H,false,R64,Novak Djokovic,1,Serbia,SRB,1,2,2397,Juan Ignacio Londero,,Argentina,ARG,56,-2,1903,6-4 7-6(3) 6-1,,61,,
2019-08-26,US Open,G,5,H,false,R128,Novak Djokovic,1,Serbia,SRB,1,,2397,Roberto Carballes Baena,,Spain,ESP,76,-1,1834,6-4 6-1 6-4,,61,,
2019-07-01,Wimbledon,G,5,G,false,F,Novak Djokovic,1,Serbia,SRB,1,16,2394,Roger Federer,2,Switzerland,SUI,3,-16,2394,7-6(5) 1-6 7-6(4) 4-6 13-12,,76,,
2019-07-01,Wimbledon,G,5,G,false,SF,Novak Djokovic,1,Serbia,SRB,1,5,2389,Roberto Bautista Agut,23,Spain,ESP,22,-6,2123,6-2 4-6 6-3 6-2,,76,,
2019-07-01,Wimbledon,G,5,G,false,QF,Novak Djokovic,1,Serbia,SRB,1,5,2384,David Goffin,21,Belgium,BEL,23,-4,2105,6-4 6-0 6-2,,76,,
2019-07-01,Wimbledon,G,5,G,false,R16,Novak Djokovic,1,Serbia,SRB,1,1,2383,Ugo Humbert,,France,FRA,66,-2,1858,6-3 6-2 6-3,,76,,
2019-07-01,Wimbledon,G,5,G,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2382,Hubert Hurkacz,,Poland,POL,48,-2,1915,7-5 6-7(5) 6-1 6-4,,76,,
2019-07-01,Wimbledon,G,5,G,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2381,Denis Kudla,,United States,USA,111,-1,1815,6-3 6-2 6-2,,76,,
2019-07-01,Wimbledon,G,5,G,false,R128,Novak Djokovic,1,Serbia,SRB,1,2,2379,Philipp Kohlschreiber,,Germany,GER,57,-2,1970,6-3 7-5 6-3,,76,,
2019-05-27,Roland Garros,G,5,C,false,SF,Dominic Thiem,4,Austria,AUT,4,22,2195,Novak Djokovic,1,Serbia,SRB,1,-22,2401,6-2 3-6 7-5 5-7 7-5,,47,,
2019-05-27,Roland Garros,G,5,C,false,QF,Novak Djokovic,1,Serbia,SRB,1,6,2395,Alexander Zverev,5,Germany,GER,5,-5,2146,7-5 6-2 6-2,,47,,
2019-05-27,Roland Garros,G,5,C,false,R16,Novak Djokovic,1,Serbia,SRB,1,2,2393,Jan Lennard Struff,,Germany,GER,45,-3,2033,6-3 6-2 6-2,,47,,
2019-05-27,Roland Garros,G,5,C,false,R32,Novak Djokovic,1,Serbia,SRB,1,1,2392,Salvatore Caruso,,Italy,ITA,147,-1,1768,6-3 6-3 6-2,Q,47,,
2019-05-27,Roland Garros,G,5,C,false,R64,Novak Djokovic,1,Serbia,SRB,1,1,2391,Henri Laaksonen,,Switzerland,SUI,104,-1,1853,6-1 6-4 6-3,LL,47,,
2019-05-27,Roland Garros,G,5,C,false,R128,Novak Djokovic,1,Serbia,SRB,1,1,2390,Hubert Hurkacz,,Poland,POL,44,-2,1883,6-4 6-2 6-2,,47,,
2019-01-14,Australian Open,G,5,H,false,F,Novak Djokovic,1,Serbia,SRB,1,16,2408,Rafael Nadal,2,Spain,ESP,2,-17,2419,6-3 6-2 6-3,,83,,
2019-01-14,Australian Open,G,5,H,false,SF,Novak Djokovic,1,Serbia,SRB,1,3,2405,Lucas Pouille,28,France,FRA,31,-3,2010,6-0 6-2 6-2,,83,,
2019-01-14,Australian Open,G,5,H,false,QF,Novak Djokovic,1,Serbia,SRB,1,7,2398,Kei Nishikori,8,Japan,JPN,9,-7,2218,6-1 4-1 RET,,83,RET,
2019-01-14,Australian Open,G,5,H,false,R16,Novak Djokovic,1,Serbia,SRB,1,4,2394,Daniil Medvedev,15,Russian Federation,RUS,19,-4,2107,6-4 6-7(5) 6-2 6-3,,83,,
2019-01-14,Australian Open,G,5,H,false,R32,Novak Djokovic,1,Serbia,SRB,1,3,2391,Denis Shapovalov,25,Canada,CAN,27,-3,1975,6-3 6-4 4-6 6-0,,83,,
2019-01-14,Australian Open,G,5,H,false,R64,Novak Djokovic,1,Serbia,SRB,1,3,2388,Jo Wilfried Tsonga,,France,FRA,177,-3,2068,6-3 7-5 6-4,WC,83,,
2019-01-14,Australian Open,G,5,H,false,R128,Novak Djokovic,1,Serbia,SRB,1,,2388,Mitchell Krueger,,United States,USA,230,-2,1672,6-3 6-2 6-2,Q,83,,
2018-08-27,US Open,G,5,H,false,F,Novak Djokovic,6,Serbia,SRB,6,12,2384,Juan Martin Del Potro,3,Argentina,ARG,3,-12,2298,6-3 7-6(4) 6-3,,61,,
2018-08-27,US Open,G,5,H,false,SF,Novak Djokovic,6,Serbia,SRB,6,8,2376,Kei Nishikori,21,Japan,JPN,19,-8,2193,6-3 6-4 6-2,,61,,
2018-08-27,US Open,G,5,H,false,QF,Novak Djokovic,6,Serbia,SRB,6,2,2374,John Millman,,Australia,AUS,55,-2,1956,6-3 6-4 6-4,,61,,
2018-08-27,US Open,G,5,H,false,R16,Novak Djokovic,6,Serbia,SRB,6,1,2373,Joao Sousa,,Portugal,POR,68,-1,1890,6-3 6-4 6-3,,61,,
2018-08-27,US Open,G,5,H,false,R32,Novak Djokovic,6,Serbia,SRB,6,4,2369,Richard Gasquet,26,France,FRA,25,-3,2034,6-2 6-3 6-3,,61,,
2018-08-27,US Open,G,5,H,false,R64,Novak Djokovic,6,Serbia,SRB,6,1,2368,Tennys Sandgren,,United States,USA,61,-1,1827,6-1 6-3 6-7(2) 6-2,,61,,
2018-08-27,US Open,G,5,H,false,R128,Novak Djokovic,6,Serbia,SRB,6,1,2367,Marton Fucsovics,,Hungary,HUN,41,-1,1888,6-3 3-6 6-4 6-0,,61,,
2018-07-02,Wimbledon,G,5,G,false,F,Novak Djokovic,12,Serbia,SRB,21,8,2341,Kevin Anderson,8,South Africa,RSA,8,-8,2130,6-2 6-2 7-6(3),,82,,
2018-07-02,Wimbledon,G,5,G,false,SF,Novak Djokovic,12,Serbia,SRB,21,18,2323,Rafael Nadal,2,Spain,ESP,1,-18,2424,6-4 3-6 7-6(9) 3-6 10-8,,82,,
2018-07-02,Wimbledon,G,5,G,false,QF,Novak Djokovic,12,Serbia,SRB,21,9,2314,Kei Nishikori,24,Japan,JPN,28,-9,2186,6-3 3-6 6-2 6-2,,82,,
2018-07-02,Wimbledon,G,5,G,false,R16,Novak Djokovic,12,Serbia,SRB,21,4,2310,Karen Khachanov,,Russian Federation,RUS,40,-4,2028,6-4 6-2 6-2,,82,,
2018-07-02,Wimbledon,G,5,G,false,R32,Novak Djokovic,12,Serbia,SRB,21,5,2305,Kyle Edmund,21,United Kingdom,GBR,17,-5,2031,4-6 6-3 6-2 6-4,,82,,
2018-07-02,Wimbledon,G,5,G,false,R64,Novak Djokovic,12,Serbia,SRB,21,2,2303,Horacio Zeballos,,Argentina,ARG,126,-2,1868,6-1 6-2 6-3,,82,,
2018-07-02,Wimbledon,G,5,G,false,R128,Novak Djokovic,12,Serbia,SRB,21,1,2302,Tennys Sandgren,,United States,USA,57,-2,1814,6-3 6-1 6-2,,82,,
2018-05-28,Roland Garros,G,5,C,false,QF,Marco Cecchinato,,Italy,ITA,72,30,1913,Novak Djokovic,20,Serbia,SRB,22,-25,2332,6-3 7-6(4) 1-6 7-6(11),,45,,
2018-05-28,Roland Garros,G,5,C,false,R16,Novak Djokovic,20,Serbia,SRB,22,4,2328,Fernando Verdasco,30,Spain,ESP,35,-4,1998,6-3 6-4 6-2,,45,,
2018-05-28,Roland Garros,G,5,C,false,R32,Novak Djokovic,20,Serbia,SRB,22,5,2323,Roberto Bautista Agut,13,Spain,ESP,13,-5,2074,6-4 6-7(6) 7-6(4) 6-2,,45,,
2018-05-28,Roland Garros,G,5,C,false,R64,Novak Djokovic,20,Serbia,SRB,22,,2323,Jaume Munar,,Spain,ESP,155,-1,1744,7-6(1) 6-4 6-4,,45,,
2018-05-28,Roland Garros,G,5,C,false,R128,Novak Djokovic,20,Serbia,SRB,22,1,2322,Rogerio Dutra Silva,,Brazil,BRA,134,-2,1764,6-3 6-4 6-4,,45,,
2018-01-15,Australian Open,G,5,H,false,R16,Hyeon Chung,,"Korea, Republic of",KOR,58,25,1998,Novak Djokovic,14,Serbia,SRB,14,-23,2420,7-6(4) 7-5 7-6(3),,65,,
2018-01-15,Australian Open,G,5,H,false,R32,Novak Djokovic,14,Serbia,SRB,14,1,2419,Albert Ramos,21,Spain,ESP,22,-1,1941,6-2 6-3 6-3,,65,,
2018-01-15,Australian Open,G,5,H,false,R64,Novak Djokovic,14,Serbia,SRB,14,4,2415,Gael Monfils,,France,FRA,39,-4,2113,4-6 6-3 6-1 6-3,,65,,
2018-01-15,Australian Open,G,5,H,false,R128,Novak Djokovic,14,Serbia,SRB,14,1,2414,Donald Young,,United States,USA,63,-1,1899,6-1 6-2 6-4,,65,,
2017-07-03,Wimbledon,G,5,G,false,QF,Tomas Berdych,11,Czech Republic,CZE,15,23,2165,Novak Djokovic,2,Serbia,SRB,4,-22,2443,7-6(2) 2-0 RET,,78,RET,
2017-07-03,Wimbledon,G,5,G,false,R16,Novak Djokovic,2,Serbia,SRB,4,1,2442,Adrian Mannarino,,France,FRA,51,-2,1948,6-2 7-6(5) 6-4,,78,,
2017-07-03,Wimbledon,G,5,G,false,R32,Novak Djokovic,2,Serbia,SRB,4,1,2441,Ernests Gulbis,,Latvia,LAT,589,-2,1898,6-4 6-1 7-6(2),,78,,
2017-07-03,Wimbledon,G,5,G,false,R64,Novak Djokovic,2,Serbia,SRB,4,1,2440,Adam Pavlasek,,Czech Republic,CZE,136,-1,1788,6-2 6-2 6-1,,78,,
2017-07-03,Wimbledon,G,5,G,false,R128,Novak Djokovic,2,Serbia,SRB,4,1,2439,Martin Klizan,,Slovakia,SVK,47,-1,1858,6-3 2-0 RET,,78,RET,
2017-05-29,Roland Garros,G,5,C,false,QF,Dominic Thiem,6,Austria,AUT,7,23,2187,Novak Djokovic,2,Serbia,SRB,2,-23,2457,7-6(5) 6-3 6-0,,45,,
